COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,ROAD_FNC,ROUTE,REL_JUNC,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,WEATHER1,WEATHER2,C_M_ZONE,CF1,CF2,CF3,FATALS,DAY_WEEK,ST_CASE,CITY,YEAR,TWAY_ID,TWAY_ID2,WEATHER,latitude,longitud
409,11,14,0,45,2,4,8,1,5,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,482538,0,2007,FM2046,99999999999999999999,1,28.01388611,-97.50493611
459,11,14,17,43,3,4,8,1,2,2,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,482539,5115,2007,FM450,99999999999999999999,1,32.79719444,-94.71183611
469,11,14,16,0,2,3,2,1,2,4,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,482540,0,2007,US-87,99999999999999999999,1,28.71168611,-96.85979722
121,11,15,13,40,3,1,1,1,3,5,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,482541,3798,2007,I-35,99999999999999999999,1,33.12103889,-97.03334444
215,11,15,14,44,1,12,7,1,4,3,50,9,9,9,1,0,0,0,1,0,0,0,0,0,1,5,482542,5330,2007,US-281,99999999999999999999,1,26.24076667,-98.17618889
245,11,15,21,27,3,14,8,1,1,4,55,1,1,1,1,0,0,0,1,0,0,0,0,0,1,5,482543,490,2007,FM364,99999999999999999999,1,30.01170556,-94.18916667
397,11,15,17,41,4,4,3,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,482544,0,2007,SR-66,99999999999999999999,1,32.93628889,-96.43208333
201,11,16,22,1,5,16,5,2,3,4,40,1,1,1,1,3,3,0,1,0,0,0,0,0,2,6,482545,480,2007,WESTBAKER,EMMETTHUTTO,1,29.76964444,-94.98558889
211,11,16,6,30,2,2,2,1,2,2,65,2,2,2,1,0,0,0,1,0,0,0,0,0,1,6,482546,0,2007,US-60,99999999999999999999,1,35.84276667,-100.3967722
401,11,16,1,25,1,2,2,1,2,4,65,1,2,2,1,40,3,0,1,0,1,0,0,0,1,6,482547,0,2007,US-259,99999999999999999999,1,32.25034722,-94.85709444
113,11,17,0,55,3,16,5,2,2,3,35,1,1,2,1,3,3,0,1,0,0,0,0,0,1,7,482548,1730,2007,COCKRELLHILL,ILLINOIS,1,32.72044444,-96.891525
69,11,17,13,49,4,3,2,2,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,482549,0,2007,US-385,FM2943,1,34.73677222,-102.3534778
201,11,17,0,42,1,16,5,1,2,3,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,482550,5230,2007,REDBLUFF,99999999999999999999,1,29.62219444,-95.09420278
277,11,17,15,45,2,4,8,1,1,2,60,2,2,2,1,0,0,0,1,0,0,0,0,0,1,7,482551,0,2007,FM195,99999999999999999999,1,33.80225278,-95.34783333
319,11,17,0,3,5,5,8,3,1,2,60,1,1,2,1,20,3,0,1,0,0,0,0,0,1,7,482552,0,2007,RM2389,RM1723,1,30.70261111,-99.21771944
347,11,17,5,52,1,3,2,1,2,4,65,1,1,2,2,0,0,0,5,0,0,19,0,0,1,7,482553,0,2007,US-59,99999999999999999999,5,31.75886667,-94.57521667
439,11,17,2,13,3,13,5,3,2,5,45,2,1,1,1,2,3,0,1,0,0,0,0,0,1,7,482554,2800,2007,GREATSOUTHWESTPKWY,PIONEERPKWY,1,32.71143333,-97.04360833
453,11,17,7,59,2,4,8,1,1,2,55,2,1,2,2,0,0,0,2,0,0,0,0,0,1,7,482555,0,2007,FM1626,99999999999999999999,2,30.14309167,-97.81229167
477,11,17,18,52,5,2,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,482556,0,2007,SR-105,99999999999999999999,1,30.21759444,-96.30652222
85,11,18,21,1,3,16,5,2,2,6,40,1,1,1,1,3,3,0,1,0,0,0,0,0,1,1,482557,5390,2007,LEGACY,INDEPENDENCEPKWY,1,33.07175,-96.750375
113,11,18,2,55,1,11,1,13,6,1,60,2,1,1,1,0,0,0,1,0,0,0,0,0,1,1,482558,1730,2007,I-35E,99999999999999999999,1,32.89317222,-96.89790833
161,11,18,0,26,2,3,2,1,1,2,65,1,2,2,2,0,0,0,1,0,0,0,0,0,2,1,482559,0,2007,US-84,99999999999999999999,1,31.66366944,-95.92315
183,11,18,13,57,5,1,1,1,3,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,482560,0,2007,I-20,99999999999999999999,1,32.43332222,-94.93844722
209,11,18,1,30,3,11,1,1,3,3,65,1,1,2,2,0,0,1,1,0,0,0,0,0,1,1,482561,6170,2007,I-35,99999999999999999999,1,29.81420556,-98.00042778
225,11,18,19,21,5,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,2,1,482562,0,2007,SR-21,99999999999999999999,1,31.39951944,-95.35827778
303,11,18,24,0,1,6,4,1,1,2,55,1,1,5,1,0,0,0,1,0,0,0,0,0,1,1,482563,0,2007,1300,99999999999999999999,1,33.55972778,-102.0263806
401,11,18,18,3,2,2,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,482564,0,2007,US-79,99999999999999999999,1,32.02488056,-94.95044722
111,11,19,12,34,5,2,2,1,1,2,55,1,1,2,1,0,0,0,1,0,1,0,0,0,2,2,482565,0,2007,US-87,99999999999999999999,1,36.30548889,-102.91426390000001
113,11,19,16,34,4,13,8,1,2,6,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,482566,1730,2007,LP12,99999999999999999999,1,32.85441667,-96.73790833
245,11,19,22,12,3,3,2,2,2,4,60,1,1,1,1,20,3,0,1,0,0,0,0,0,1,2,482567,490,2007,US-90,WOOTEN,1,30.06589444,-94.19986111
183,11,20,23,55,3,13,8,3,2,5,45,1,2,2,1,3,3,0,1,0,1,0,0,0,1,3,482568,4080,2007,LP281,MCCANN,1,32.54133056,-94.75426389
361,11,20,17,57,8,13,3,2,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,482569,4415,2007,SR-12,WOODLAND,1,30.196625,-93.88997222
373,11,20,18,25,3,2,2,1,2,2,65,2,2,2,1,0,0,0,1,0,0,0,0,0,1,3,482570,0,2007,US-59,99999999999999999999,1,30.66592222,-94.94911944
1,11,21,10,0,1,3,3,1,1,2,70,1,1,2,1,0,0,0,1,0,1,0,0,0,1,4,482571,0,2007,SR-155,99999999999999999999,1,31.97826389,-95.52791667
73,11,22,23,0,1,4,8,1,1,2,55,1,2,2,2,0,0,0,2,0,0,0,0,0,1,5,482572,0,2007,FM855,99999999999999999999,2,32.03051944,-95.40287222
113,11,21,0,34,2,12,2,1,3,3,60,1,1,1,1,0,0,1,1,0,0,0,0,0,1,4,482573,1730,2007,US-67,99999999999999999999,1,32.70115556,-96.83568889
157,11,22,3,18,3,12,2,1,3,5,55,1,2,1,1,0,0,0,1,0,1,19,0,0,1,5,482574,6660,2007,US-59,99999999999999999999,1,29.58671667,-95.63912222
499,11,22,15,55,1,6,4,1,1,2,60,2,1,2,2,0,0,0,1,0,0,0,0,0,1,5,482575,0,2007,3148,99999999999999999999,1,32.83851944,-95.35582222
29,11,23,4,7,1,16,5,1,1,2,30,2,1,2,1,0,0,0,1,0,0,0,0,0,1,6,482576,6090,2007,OVERBROOK,99999999999999999999,1,29.47546944,-98.54941389
35,11,23,19,1,1,2,3,1,1,2,65,1,2,2,1,0,0,0,1,0,0,20,0,0,1,6,482577,0,2007,SR-6,99999999999999999999,1,31.870325,-97.63629444
291,11,23,15,37,4,6,4,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,482578,0,2007,2285,99999999999999999999,1,30.25028611,-94.93295
373,11,23,0,10,4,2,2,2,2,4,65,1,1,2,2,20,3,0,2,0,0,0,0,0,2,6,482579,0,2007,US-59,FM357,2,31.09558333,-94.81410833
483,11,23,17,11,2,3,2,1,1,2,70,1,1,1,4,0,0,0,1,0,0,0,0,0,1,6,482580,0,2007,US-83,99999999999999999999,1,35.27023056,-100.2382806
423,11,24,18,30,2,3,3,1,2,4,55,1,2,2,2,0,0,0,2,0,0,0,0,0,1,7,482581,0,2007,SR-64,99999999999999999999,2,32.33178611,-95.24324722
395,11,25,17,20,3,2,3,1,1,4,70,2,1,2,2,0,0,0,1,0,1,0,0,0,1,1,482582,0,2007,SR-6,99999999999999999999,1,31.12614444,-96.71424444
203,11,26,16,8,2,13,2,1,2,2,50,1,2,2,1,0,0,0,1,0,0,0,0,0,1,2,482583,4360,2007,US-80,99999999999999999999,1,32.54504167,-94.33799167
361,11,26,15,45,3,3,8,1,1,2,65,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,482584,0,2007,FM105,99999999999999999999,1,30.07183333,-93.92023611
29,11,27,19,30,2,13,2,1,5,6,50,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,482585,6090,2007,US-281,99999999999999999999,1,29.31758889,-98.4765
141,11,27,7,18,2,13,3,1,5,4,20,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,482586,2190,2007,SR-20,99999999999999999999,1,31.77010278,-106.4327778
491,11,27,3,25,1,12,2,1,2,3,50,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,482587,330,2007,US-183,99999999999999999999,1,30.457925,-97.79248333
245,11,29,23,27,1,12,7,1,4,2,50,2,1,2,1,0,0,0,1,0,0,0,0,0,1,5,482588,2905,2007,SR-73,99999999999999999999,1,29.94091944,-93.900375
91,12,1,10,35,5,4,3,1,1,3,60,2,2,2,2,0,0,0,2,0,0,0,0,0,1,7,482589,1012,2007,SR-46,99999999999999999999,2,29.79565278,-98.46180278
135,12,2,21,0,3,16,5,2,5,3,45,1,1,2,1,20,3,0,1,0,0,0,0,0,1,1,482590,5030,2007,UNIVERSITY,BAGLEY,1,31.86406667,-102.40082779999999
201,8,4,16,33,3,16,5,1,2,2,30,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,482592,3280,2007,KEMPWOOD,99999999999999999999,1,29.82283056,-95.55642778
113,8,5,2,35,3,16,5,3,3,3,35,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,482593,1730,2007,MCMILLAN,GREENVILLE,1,32.83557222,-96.77382222
439,9,19,10,15,3,16,6,2,3,3,40,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,482594,2450,2007,MCCART,ALTAMESA,1,32.64960833,-97.36743889
283,9,21,14,26,3,6,4,6,1,2,15,1,1,5,1,71,3,0,1,0,0,0,0,0,1,6,482595,0,2007,LACAMPANA,99999999999999999999,1,,
201,9,24,5,50,2,16,5,1,2,2,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,482596,3280,2007,BELLFORT,99999999999999999999,1,29.66935833,-95.36788333
201,9,24,2,37,2,16,5,1,2,2,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,482597,3280,2007,HARWIN,99999999999999999999,1,29.71822778,-95.54137222
201,9,25,2,45,1,16,5,1,4,3,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,3,482598,3280,2007,POSTOAK,99999999999999999999,1,29.67096111,-95.461775
201,10,1,10,20,4,16,5,1,3,2,65,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,482599,3280,2007,WESTPARKTOLLWAY,99999999999999999999,1,29.71998889,-95.5345
201,10,15,3,45,1,6,4,1,1,2,30,1,1,2,2,0,0,0,1,0,0,0,0,0,1,2,482600,0,2007,HAMBRICK,99999999999999999999,1,29.90975,-95.39903889
55,10,19,11,20,3,2,2,1,1,4,65,1,3,2,1,0,0,0,1,0,0,0,0,0,1,6,482601,9997,2007,US-183,99999999999999999999,1,30.02774722,-97.68875278
21,10,22,2,29,2,4,3,1,1,2,65,2,1,8,1,0,0,0,1,0,0,0,0,0,1,2,482602,0,2007,SR-304,99999999999999999999,1,30.06683889,-97.35263056
39,10,28,2,52,3,12,3,2,2,3,50,1,1,2,1,21,3,0,1,0,0,0,0,0,1,1,482603,3800,2007,SR-332/288,MAGNOLIA,1,29.0349,-95.44684444
339,10,29,2,50,2,6,4,1,2,2,40,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,482604,0,2007,HARDIN,99999999999999999999,1,30.16344167,-95.62173333
201,10,31,2,53,2,6,4,2,3,6,40,1,1,1,1,3,3,0,1,0,0,0,0,0,1,4,482605,0,2007,BELLAIRE,ELDRIDGEPKWY,1,29.70383056,-95.62398333
81,11,7,7,50,1,3,3,1,1,2,70,2,2,2,1,0,0,0,1,0,0,0,0,0,1,4,482606,0,2007,SR-208,99999999999999999999,1,31.69732222,-100.44045279999999
157,11,10,6,45,3,6,4,2,1,2,45,1,2,2,1,20,3,0,5,0,0,0,0,0,1,7,482607,0,2007,FOSTERSCHOOL,BLASE,5,29.48043889,-95.88733889
29,11,16,19,38,2,6,4,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,0,1,6,482608,0,2007,TALLEY,99999999999999999999,1,29.46791667,-98.76879722
209,11,18,11,58,1,6,4,1,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,482609,0,2007,FISCHERSTORE,99999999999999999999,1,30.00716667,-98.17821944
53,11,20,6,25,2,3,3,1,1,4,70,2,2,2,1,0,0,0,1,0,0,0,0,0,2,3,482610,0,2007,SR-71,99999999999999999999,1,30.44116389,-98.14643056
285,11,22,15,46,1,6,4,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,482611,0,2007,146,99999999999999999999,1,29.48668056,-96.79265278
259,11,24,23,43,6,6,4,1,1,2,30,2,2,2,2,0,0,0,2,0,0,0,0,0,1,7,482612,0,2007,WARINGWELFARE,99999999999999999999,2,29.95444167,-98.80188611
439,11,24,6,25,1,16,5,1,1,2,30,2,1,2,2,0,0,0,2,0,0,0,0,0,1,7,482613,6485,2007,JOHNSON,99999999999999999999,2,32.941525,-97.190375
167,11,28,22,14,2,16,5,1,1,9,10,1,1,4,5,0,0,0,1,0,1,0,0,0,1,4,482614,6860,2007,34TH,99999999999999999999,1,29.38439444,-94.94680833
423,11,28,20,10,2,6,4,1,1,2,45,2,2,2,1,0,0,0,1,0,0,0,0,0,1,4,482615,0,2007,2106,99999999999999999999,1,32.22384444,-95.08653333
21,11,29,12,0,1,2,2,1,1,4,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,482616,0,2007,US-290,99999999999999999999,1,30.20968889,-97.10021944
201,11,29,13,50,5,16,5,1,3,3,65,1,2,1,1,0,0,0,1,0,1,14,0,0,1,5,482617,3280,2007,SAMHOUSTONTOLLWAY,99999999999999999999,1,29.78369167,-95.56351944
453,11,29,19,35,1,6,4,1,2,4,45,2,2,2,1,0,0,0,1,0,0,0,0,0,1,5,482618,0,2007,LOHMANFORD,99999999999999999999,1,30.41574167,-97.97458333
61,11,30,2,20,1,12,7,5,4,3,45,1,1,2,1,0,0,0,1,0,0,14,0,0,1,6,482619,940,2007,US-77,99999999999999999999,1,25.94090556,-97.50169444
113,11,30,18,28,1,6,5,1,1,2,30,2,1,2,1,0,0,0,1,0,0,0,0,0,1,6,482620,1730,2007,HUGHES,99999999999999999999,1,32.93678056,-96.79798889
367,11,30,10,21,1,6,4,1,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,482621,0,2007,CLARKLAKE,99999999999999999999,1,32.80729722,-97.910375
27,12,1,4,40,2,2,2,1,1,4,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,482622,0,2007,US-190,99999999999999999999,1,30.97145278,-97.26854444
29,12,1,2,49,1,11,7,13,6,2,45,2,1,2,2,0,0,0,1,0,0,0,0,0,1,7,482623,4015,2007,I-35,99999999999999999999,1,29.56345278,-98.33917222
29,12,1,19,16,4,16,5,1,5,4,40,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,482624,6090,2007,MOURSUND,99999999999999999999,1,29.33288056,-98.50384444
73,12,2,8,30,4,13,2,1,1,2,70,1,2,2,2,0,0,0,2,0,0,0,0,0,2,1,482625,0,2007,US-79,99999999999999999999,2,31.92626389,-95.36245278
381,12,2,20,56,1,6,4,1,1,2,55,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,482626,0,2007,OSAGE,99999999999999999999,1,35.15089167,-101.8130528
113,12,3,19,22,2,16,5,1,2,2,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,482627,1730,2007,MILITARYPKWY,99999999999999999999,1,32.78358056,-96.734
183,12,3,18,43,2,16,5,1,1,2,30,1,9,2,1,0,0,0,1,0,0,0,0,0,1,2,482628,4080,2007,COLLEGE,99999999999999999999,1,32.49111667,-94.74321944
467,12,3,20,38,1,6,4,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,482629,0,2007,3415,99999999999999999999,1,32.69035556,-95.965075
1,12,4,7,13,1,5,8,1,1,2,60,2,2,2,1,0,0,0,1,0,0,0,0,0,1,3,482630,0,2007,FM323,99999999999999999999,1,31.71596667,-95.54443333
29,12,4,16,21,3,11,7,10,4,3,40,1,1,2,1,3,3,0,1,0,0,0,0,0,1,3,482633,1209,2007,IH-410,WEST,1,29.51759167,-98.5259
85,12,4,15,15,2,16,5,3,2,3,40,1,1,1,1,2,3,0,1,0,0,0,0,0,1,3,482634,5730,2007,JUPITER,US-190,1,33.00193056,-96.68214722
85,12,5,6,50,2,13,3,1,2,3,45,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4,482635,1730,2007,SR-289,99999999999999999999,1,32.99178889,-96.80099444
29,12,6,11,25,1,16,5,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,0,1,5,482636,6090,2007,WURZBACHPKWY,99999999999999999999,1,29.55884167,-98.52519722
85,12,6,10,14,2,16,5,1,2,3,35,1,2,1,1,0,0,0,1,0,0,0,0,0,1,5,482637,5390,2007,JUPITER,99999999999999999999,1,33.02964444,-96.68203333
355,12,6,18,54,3,6,4,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,482638,0,2007,69,99999999999999999999,1,,
29,12,7,4,30,2,12,2,13,6,3,60,2,3,2,2,0,0,0,1,0,0,0,0,0,1,6,482639,6090,2007,US-281,I-35,1,29.43766944,-98.47708889
135,12,7,6,52,2,16,5,1,1,6,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,482640,5030,2007,JBSPARKWAY,99999999999999999999,1,31.88942222,-102.3327917
29,12,8,22,7,6,16,5,1,5,4,45,1,1,1,1,0,0,0,1,0,0,0,0,0,2,7,482641,6090,2007,MILITARY,99999999999999999999,1,29.44180833,-98.63740833
37,12,8,11,47,2,16,5,1,1,2,30,1,2,2,1,0,0,2,1,0,0,0,0,0,1,7,482642,6850,2007,WALNUT,99999999999999999999,1,33.43185556,-94.04506944
85,12,8,1,51,3,13,3,2,2,6,45,1,3,1,1,3,3,0,1,0,0,0,0,0,1,7,482643,5390,2007,SR-289,SPRINGCREEKPKWY,1,33.05646667,-96.795325
303,12,8,11,30,4,6,4,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,482644,0,2007,7600,99999999999999999999,1,33.44721667,-101.86508609999998
27,12,9,2,55,1,15,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,482645,0,2007,FM439,99999999999999999999,1,31.10404167,-97.63854167
39,12,9,14,13,2,16,5,1,1,2,30,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,482646,3800,2007,OYSTERBEND,99999999999999999999,1,29.05065833,-95.41911389
183,12,10,11,45,1,16,5,1,1,2,30,2,2,2,1,0,0,0,1,0,0,0,0,0,1,2,482647,4080,2007,BRENT,99999999999999999999,1,32.54804167,-94.83361111
201,12,10,23,10,3,6,4,1,5,2,45,2,1,2,1,0,0,0,1,0,0,0,0,0,1,2,482648,0,2007,SPRINGSTUEBNER,99999999999999999999,1,30.08263056,-95.46985833
71,12,11,9,37,2,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,0,1,3,482649,0,2007,FM563,99999999999999999999,1,29.78778056,-94.66403333
113,12,11,1,5,1,13,8,1,2,3,35,2,2,2,2,0,0,0,5,0,0,0,0,0,1,3,482650,1730,2007,LP12,99999999999999999999,5,32.86328889,-96.84655
207,12,13,20,41,1,6,4,1,1,2,60,1,1,2,5,0,0,0,1,0,0,0,0,0,1,5,482651,0,2007,118,99999999999999999999,1,33.25190833,-99.757825
113,12,16,0,55,1,16,5,3,2,4,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,482653,5730,2007,BELTLINE,INGE,1,32.95078333,-96.73704722
201,12,16,1,10,2,6,4,3,1,4,35,1,1,2,1,3,3,0,1,0,0,0,0,0,1,1,482654,0,2007,TELGE,SPRINGCYPRESS,1,29.99104167,-95.65326389
387,12,16,0,35,1,6,4,1,1,2,60,1,1,4,1,0,0,0,1,0,0,0,0,0,1,1,482655,0,2007,1300,99999999999999999999,1,,
453,12,18,16,39,4,16,5,1,1,4,35,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,482656,330,2007,CAMERON,99999999999999999999,1,30.31544167,-97.70195
225,12,19,17,5,2,6,4,1,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,0,2,4,482657,3639,2007,4625,99999999999999999999,1,31.349375,-95.18318056
439,12,19,10,34,1,16,5,1,1,2,30,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4,482658,260,2007,MANSFIELD,99999999999999999999,1,32.65669722,-97.13722222
29,12,20,0,25,1,11,7,1,4,3,45,2,3,2,1,0,0,0,1,0,1,0,0,0,1,5,482659,6090,2007,I-410,99999999999999999999,1,29.50541389,-98.54791944
201,12,22,0,53,2,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,482660,2560,2007,CLINTON,99999999999999999999,1,29.73244444,-95.23961389
27,12,25,3,38,1,16,5,2,2,2,60,2,1,2,1,0,0,0,1,0,0,0,0,0,1,3,482661,3690,2007,CLEARCREEK,CHETEDWARDS,1,31.05994722,-97.81511111
29,12,25,10,33,2,16,5,2,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,0,1,3,482662,6090,2007,BASSWOOD,DENEICE,1,29.50394722,-98.533925
29,12,26,20,45,4,16,5,2,5,2,40,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,482663,6090,2007,CALLAGHAN,CLEARBROOK,1,29.46981111,-98.60250278
141,12,26,21,22,3,16,5,1,2,4,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,482664,2190,2007,PENDALE,99999999999999999999,1,31.74258333,-106.3043778
29,12,28,18,5,4,16,5,2,2,4,45,1,1,2,1,3,3,0,1,0,0,0,0,0,1,6,482665,6090,2007,WETMORE,RIDGECOUNTRY,1,29.55265833,-98.42901944
201,10,26,21,10,4,16,5,1,3,4,65,1,1,1,1,0,0,2,1,0,0,0,0,0,1,6,482666,3280,2007,SAMHOUSTONTOLLWAY,99999999999999999999,1,29.68301111,-95.55879444
439,8,18,16,36,5,16,5,8,1,2,99,9,9,1,1,0,0,0,1,0,0,0,0,0,2,7,482667,2420,2007,FORESTHILL,99999999999999999999,1,32.656925,-97.26989722
75,9,9,17,47,2,2,2,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,482668,0,2007,US-287,99999999999999999999,1,34.482775,-100.3383972
95,9,28,21,55,2,5,8,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,0,2,6,482669,0,2007,FM2402,99999999999999999999,1,31.368375,-100.001975
113,10,21,0,57,2,11,1,1,3,5,60,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,482670,4530,2007,I-635,99999999999999999999,1,32.83794722,-96.62898056
97,10,28,2,23,2,2,2,1,2,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,482671,9997,2007,US-82,99999999999999999999,1,33.65043889,-97.037475
201,10,29,21,58,1,16,5,1,1,2,45,2,1,1,1,0,0,0,1,0,0,0,0,0,1,2,482672,5230,2007,WESTSIDE,99999999999999999999,1,29.67176111,-95.20706667
85,11,12,9,50,2,2,2,3,1,4,60,1,2,1,2,3,3,0,1,0,0,0,0,0,1,2,482673,5530,2007,US-380,BRIDGEFARMER,1,33.18951944,-96.54760833
89,11,22,0,25,2,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,482674,0,2007,SR-71,99999999999999999999,1,29.50674444,-96.42595278
121,11,23,22,12,2,13,8,1,2,2,45,1,1,2,1,0,0,0,1,0,0,0,0,0,2,6,482675,6881,2007,FM423,99999999999999999999,1,33.07615833,-96.89278056
113,11,27,14,2,2,13,8,1,3,2,40,1,1,1,1,98,3,2,1,0,1,3,0,0,1,3,482677,1730,2007,LP12,99999999999999999999,1,32.71254722,-96.68440833
61,11,30,18,9,4,16,5,2,1,2,35,1,1,2,1,0,0,2,1,0,0,0,0,0,1,6,482678,940,2007,ROBINDALE,WESTLAND,1,25.9427,-97.45616111
21,12,2,19,3,3,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,482679,0,2007,SR-95,99999999999999999999,1,30.31619444,-97.35483889
113,12,2,1,17,1,11,1,13,6,1,60,2,2,1,1,0,0,0,1,0,0,0,0,0,1,1,482680,1730,2007,I-20RAMP,99999999999999999999,1,32.67070278,-96.94244722
113,12,2,0,53,5,11,1,15,3,3,60,1,1,1,2,0,0,0,1,0,1,0,0,0,2,1,482681,2800,2007,I-30,99999999999999999999,1,32.76411667,-96.93642222
113,12,6,16,42,2,11,3,1,3,3,60,1,2,1,1,0,0,0,1,0,0,0,0,0,1,5,482682,3420,2007,SR-635,99999999999999999999,1,32.91168333,-96.94335833
27,12,7,22,10,1,4,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,482683,0,2007,FM439,99999999999999999999,1,31.09179444,-97.52151389
29,12,11,6,0,3,4,8,2,1,2,65,1,1,2,2,20,3,0,2,0,0,0,0,0,1,3,482684,0,2007,FM1604,FM3432,2,29.32828056,-98.25889444
21,12,14,10,22,5,4,8,2,1,2,60,1,1,2,2,0,0,0,2,0,0,0,0,0,1,6,482685,0,2007,FM20,SOLOMON,2,30.09627222,-97.38162778
85,12,18,8,6,2,2,2,2,2,2,65,1,1,2,1,20,3,0,1,0,0,0,0,0,1,3,482687,2520,2007,US-380,LACIMA,1,33.21895833,-96.7841
121,12,18,22,14,2,2,2,2,1,2,50,1,1,2,1,20,3,0,1,0,0,0,0,0,1,3,482688,5820,2007,US-377,HILLSBOROUGH,1,33.02124167,-97.21441111
37,12,19,15,13,6,11,1,15,2,3,55,1,1,2,1,0,0,0,1,0,1,0,0,0,1,4,482689,6850,2007,I-30,99999999999999999999,1,33.45261389,-94.09696944
29,12,22,2,0,3,4,8,1,1,2,65,2,2,2,1,0,0,0,1,0,0,0,0,0,1,7,482690,0,2007,FM1604,99999999999999999999,1,29.30155556,-98.26943611
113,12,23,16,55,1,16,5,1,3,3,35,2,2,2,1,0,0,0,1,0,0,0,0,0,1,1,482691,1730,2007,MOCKINGBIRD,99999999999999999999,1,32.80253889,-96.87361944
113,12,24,3,45,2,16,5,1,2,2,35,1,1,1,1,40,3,0,1,0,1,0,0,0,1,2,482692,1730,2007,ELAM,99999999999999999999,1,32.71958889,-96.68518611
201,12,24,1,10,2,6,4,2,5,4,45,1,1,2,1,3,3,0,1,0,0,0,0,0,1,2,482693,0,2007,VETERANSMEMORIAL,TCJESTER,1,29.93300556,-95.45639167
121,12,26,11,27,2,11,7,1,4,9,50,2,1,1,2,0,0,0,2,0,0,0,0,0,2,4,482694,3960,2007,I-35,99999999999999999999,2,33.03840833,-97.00258611
